Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,Outcome
73.9,23.0,50.0,4.0,54.5,22.0,60.0,5.0,,,,,66.7,30.0,57.1,21.0,,,43.5,23.0,True
52.3,1007.0,50.9,57.0,,,49.4,77.0,52.4,63.0,51.4,74.0,59.4,133.0,49.5,204.0,60.0,5.0,,,False
61.0,136.0,54.2,131.0,54.4,327.0,68.2,85.0,0.0,1.0,33.3,12.0,53.6,207.0,72.7,11.0,83.3,6.0,68.8,16.0,False
51.3,267.0,64.0,25.0,53.9,445.0,83.3,6.0,61.0,100.0,59.2,169.0,53.8,727.0,,,33.3,15.0,50.0,30.0,True
58.5,82.0,52.5,263.0,,,55.2,67.0,55.0,422.0,49.0,49.0,0.0,2.0,61.1,36.0,0.0,1.0,46.7,45.0,True
58.5,65.0,70.4,27.0,61.3,106.0,55.3,159.0,55.1,225.0,64.7,85.0,52.1,71.0,0.0,1.0,59.6,47.0,65.2,46.0,True
54.2,249.0,69.0,42.0,42.1,19.0,56.8,37.0,55.6,18.0,58.5,65.0,16.7,6.0,0.0,3.0,47.5,179.0,47.1,34.0,True
51.5,66.0,69.0,42.0,55.2,87.0,56.8,37.0,52.1,94.0,56.8,44.0,57.1,189.0,50.0,4.0,42.9,7.0,60.0,5.0,False
53.3,195.0,69.0,42.0,50.0,2.0,48.6,37.0,25.0,4.0,63.0,27.0,52.8,434.0,64.7,17.0,50.0,50.0,54.5,332.0,False
57.2,152.0,54.0,1172.0,69.0,42.0,61.5,13.0,28.0,25.0,50.0,78.0,46.7,15.0,57.1,63.0,45.7,46.0,40.0,5.0,True
59.2,130.0,46.7,75.0,0.0,2.0,53.7,259.0,52.1,752.0,46.6,238.0,66.7,12.0,53.2,139.0,55.3,159.0,47.8,23.0,False
51.6,64.0,69.0,42.0,58.3,103.0,56.8,37.0,70.4,27.0,58.5,439.0,57.1,28.0,33.3,6.0,61.1,208.0,66.7,30.0,True
58.5,65.0,69.0,42.0,42.6,47.0,55.3,159.0,,,51.4,179.0,65.8,76.0,53.2,126.0,,,52.9,17.0,True
54.4,340.0,55.3,76.0,59.2,152.0,50.9,226.0,50.0,6.0,51.3,150.0,69.0,42.0,50.0,4.0,61.5,13.0,55.3,76.0,True
52.5,99.0,69.0,42.0,33.3,3.0,14.3,7.0,35.3,17.0,,,60.0,60.0,67.7,31.0,56.8,44.0,41.7,24.0,False
50.0,2.0,20.0,5.0,53.2,594.0,54.3,46.0,57.1,21.0,57.9,19.0,70.4,27.0,,,46.4,28.0,50.0,22.0,False
57.4,298.0,69.0,42.0,52.7,582.0,61.5,13.0,56.5,23.0,59.8,102.0,50.0,12.0,38.7,62.0,,,52.3,176.0,True
68.4,19.0,51.1,327.0,,,65.0,40.0,61.8,165.0,57.2,502.0,69.0,42.0,,,50.0,2.0,50.0,40.0,True
65.5,139.0,69.0,42.0,61.7,107.0,14.3,7.0,58.1,74.0,39.7,58.0,39.3,28.0,55.3,228.0,,,52.3,176.0,True
52.2,23.0,69.0,42.0,50.0,4.0,61.5,13.0,100.0,2.0,42.9,28.0,33.3,3.0,52.2,23.0,52.0,98.0,58.1,43.0,True
57.0,284.0,70.4,27.0,,,50.0,2.0,44.4,18.0,44.2,206.0,37.5,8.0,66.7,3.0,31.6,19.0,0.0,4.0,True
50.5,93.0,69.0,42.0,60.0,10.0,50.0,2.0,36.8,38.0,,,55.2,250.0,41.3,46.0,52.8,36.0,57.1,7.0,True
,,50.0,4.0,53.9,883.0,55.3,159.0,53.8,429.0,55.4,92.0,55.4,576.0,,,63.0,46.0,54.7,159.0,False
34.6,52.0,51.4,35.0,0.0,2.0,50.0,4.0,43.4,113.0,45.2,31.0,69.0,42.0,37.9,29.0,56.8,37.0,50.0,6.0,False
59.5,84.0,50.0,28.0,47.7,44.0,60.0,5.0,57.1,14.0,40.0,10.0,52.0,25.0,31.6,19.0,14.3,7.0,41.7,12.0,True
47.6,42.0,69.0,42.0,57.6,340.0,55.3,159.0,70.0,10.0,56.9,160.0,43.5,92.0,65.2,23.0,51.1,427.0,52.7,292.0,True
57.8,339.0,71.4,7.0,51.7,29.0,55.6,36.0,52.7,292.0,55.1,49.0,52.0,25.0,48.9,929.0,56.8,37.0,50.0,16.0,True
60.8,166.0,69.0,42.0,52.4,105.0,50.0,6.0,56.5,92.0,83.3,6.0,50.8,449.0,,,40.0,5.0,75.0,4.0,True
47.4,19.0,66.7,12.0,60.4,48.0,55.3,159.0,37.5,16.0,60.0,15.0,52.9,68.0,25.0,4.0,75.0,8.0,50.7,67.0,False
33.3,3.0,48.0,406.0,58.3,398.0,60.0,5.0,63.0,27.0,66.7,24.0,54.6,108.0,0.0,2.0,0.0,1.0,28.6,7.0,True
66.7,24.0,53.5,995.0,60.2,128.0,56.8,37.0,50.0,4.0,77.8,9.0,57.1,35.0,62.7,51.0,52.2,23.0,48.9,90.0,False
55.3,47.0,53.0,198.0,25.0,4.0,52.9,68.0,54.3,35.0,66.7,24.0,83.3,6.0,47.8,46.0,56.8,37.0,49.6,250.0,False
54.3,35.0,66.7,12.0,54.6,350.0,56.8,37.0,63.3,30.0,25.0,8.0,40.7,54.0,72.0,25.0,25.0,8.0,0.0,1.0,True
50.0,14.0,,,46.3,54.0,33.3,3.0,53.3,60.0,47.1,51.0,60.0,5.0,66.7,6.0,100.0,3.0,52.6,116.0,False
56.8,37.0,50.0,4.0,51.5,410.0,14.3,7.0,52.6,1346.0,53.8,576.0,50.0,10.0,70.8,48.0,51.4,1591.0,66.7,132.0,False
45.5,11.0,69.0,42.0,52.0,150.0,55.3,159.0,50.0,2.0,,,66.0,153.0,50.0,2.0,35.0,20.0,50.0,80.0,False
52.2,69.0,69.8,53.0,50.0,4.0,54.3,35.0,33.3,12.0,51.9,803.0,50.0,4.0,46.2,13.0,55.3,159.0,49.1,108.0,False
58.8,34.0,69.0,42.0,57.1,7.0,55.3,159.0,66.7,3.0,56.5,23.0,77.8,9.0,60.3,68.0,0.0,1.0,38.2,34.0,True
40.7,91.0,62.5,88.0,,,47.2,36.0,48.6,37.0,57.1,7.0,55.7,341.0,100.0,1.0,56.8,37.0,58.2,220.0,False
50.0,152.0,37.5,16.0,0.0,1.0,48.6,37.0,58.1,31.0,53.6,84.0,55.6,36.0,,,77.8,9.0,40.0,25.0,False
56.6,380.0,63.8,47.0,27.3,22.0,61.5,13.0,0.0,2.0,56.3,600.0,60.5,43.0,58.0,119.0,42.1,38.0,,,False
66.7,33.0,52.2,23.0,0.0,1.0,55.3,159.0,60.4,53.0,50.0,8.0,51.7,1211.0,51.8,282.0,50.0,6.0,54.0,137.0,False
66.2,133.0,14.3,7.0,,,57.7,71.0,0.0,3.0,100.0,1.0,23.5,17.0,100.0,1.0,55.3,159.0,29.2,24.0,False
55.1,138.0,54.5,11.0,52.3,279.0,59.7,119.0,54.5,22.0,58.8,85.0,52.4,187.0,58.8,17.0,56.8,37.0,61.9,21.0,False
68.1,116.0,50.0,40.0,52.3,279.0,58.4,89.0,55.0,218.0,66.7,3.0,52.6,234.0,54.2,249.0,48.6,37.0,59.1,22.0,True
,,56.2,723.0,66.7,3.0,56.8,37.0,52.2,205.0,,,58.4,486.0,53.4,401.0,50.7,69.0,52.2,90.0,False
41.2,17.0,,,66.7,3.0,61.5,13.0,28.6,7.0,46.6,58.0,0.0,2.0,58.3,12.0,50.7,73.0,40.0,20.0,True
54.9,415.0,64.2,81.0,0.0,1.0,,,72.2,18.0,54.3,35.0,53.6,901.0,54.8,31.0,53.5,142.0,52.5,474.0,False
55.2,317.0,54.6,454.0,,,55.3,159.0,40.9,88.0,66.7,30.0,65.3,72.0,52.7,692.0,60.0,5.0,54.6,291.0,False
83.3,6.0,53.5,198.0,58.1,31.0,48.6,37.0,61.5,13.0,51.2,84.0,,,56.0,100.0,53.3,214.0,60.9,23.0,False
33.3,3.0,51.0,155.0,28.6,7.0,40.0,20.0,46.2,13.0,58.1,229.0,,,69.9,83.0,55.3,159.0,58.3,240.0,False
58.1,229.0,,,69.9,83.0,55.3,159.0,50.0,2.0,54.2,321.0,53.7,67.0,53.1,635.0,52.7,241.0,44.4,27.0,False
,,53.5,243.0,100.0,1.0,53.1,514.0,50.0,94.0,52.0,25.0,60.3,68.0,52.8,269.0,55.3,159.0,59.6,52.0,True
0.0,2.0,57.1,35.0,50.0,4.0,35.3,17.0,40.0,60.0,46.2,277.0,,,51.1,47.0,41.7,12.0,48.0,25.0,False
,,47.4,133.0,50.0,162.0,56.9,290.0,55.9,290.0,50.0,2.0,56.6,320.0,58.1,31.0,14.3,7.0,51.6,124.0,True
60.6,66.0,53.4,294.0,57.5,438.0,48.6,37.0,50.0,18.0,57.8,45.0,32.4,37.0,50.0,32.0,72.2,18.0,64.7,34.0,True
57.3,309.0,51.9,77.0,68.9,45.0,61.5,13.0,57.3,75.0,,,57.5,120.0,50.0,4.0,,,66.7,33.0,False
0.0,2.0,20.0,5.0,50.0,6.0,,,46.0,137.0,,,53.4,294.0,45.1,153.0,48.6,37.0,54.7,258.0,False
40.0,5.0,53.4,294.0,40.0,5.0,55.3,159.0,46.2,52.0,40.7,27.0,53.6,110.0,30.0,10.0,,,70.3,37.0,False
60.7,28.0,62.0,631.0,37.5,8.0,55.3,159.0,45.5,11.0,59.2,49.0,57.7,52.0,54.5,22.0,50.0,2.0,,,False
52.1,142.0,50.6,87.0,57.1,77.0,55.3,159.0,,,48.3,594.0,,,60.8,255.0,58.3,24.0,100.0,4.0,False
60.8,97.0,54.5,22.0,45.6,79.0,48.6,37.0,62.5,8.0,63.6,162.0,34.4,32.0,71.6,74.0,62.0,50.0,58.0,157.0,True
50.9,860.0,56.9,239.0,33.3,3.0,52.3,539.0,42.9,14.0,52.9,17.0,48.1,27.0,,,20.0,5.0,54.5,11.0,False
53.2,171.0,57.1,42.0,,,57.7,196.0,50.0,4.0,56.0,25.0,51.5,66.0,,,50.9,391.0,48.4,31.0,True
53.8,714.0,53.5,43.0,,,55.4,56.0,56.5,46.0,54.4,574.0,,,63.6,22.0,28.6,7.0,59.3,54.0,False
56.7,97.0,57.1,7.0,53.6,586.0,54.5,55.0,59.3,54.0,53.8,13.0,,,50.0,10.0,45.8,24.0,56.1,123.0,False
47.4,19.0,72.7,11.0,54.5,1003.0,56.5,69.0,42.9,14.0,52.8,2025.0,33.3,3.0,51.1,229.0,58.4,197.0,56.8,37.0,True
58.5,272.0,66.7,18.0,55.1,530.0,56.3,151.0,54.2,273.0,0.0,2.0,52.7,592.0,0.0,4.0,55.5,146.0,42.9,14.0,True
48.2,139.0,58.7,172.0,54.0,50.0,66.7,3.0,58.2,55.0,,,,,50.0,98.0,52.0,50.0,42.9,14.0,True
0.0,1.0,38.8,49.0,56.0,25.0,33.3,3.0,60.5,114.0,61.5,122.0,67.1,79.0,55.4,1761.0,,,,,False
,,,,,,51.5,33.0,56.0,109.0,,,60.4,53.0,62.6,99.0,40.0,10.0,42.9,14.0,True
50.0,114.0,61.5,96.0,63.5,85.0,60.7,206.0,,,51.9,183.0,52.9,104.0,56.7,233.0,50.0,58.0,42.9,14.0,True
52.9,70.0,,,57.9,76.0,,,50.0,6.0,61.6,146.0,58.3,24.0,66.7,6.0,40.0,10.0,53.3,557.0,True
37.5,8.0,30.0,10.0,,,57.6,59.0,59.3,54.0,59.5,326.0,,,58.6,292.0,31.3,16.0,51.9,1147.0,False
,,53.1,211.0,73.9,23.0,61.9,42.0,59.2,71.0,41.3,109.0,62.8,86.0,28.6,7.0,61.5,26.0,60.5,114.0,True
,,100.0,2.0,66.7,18.0,40.0,5.0,71.4,7.0,54.3,138.0,42.9,7.0,56.3,442.0,55.8,129.0,50.0,6.0,True
51.8,83.0,,,52.3,298.0,37.5,32.0,,,49.1,532.0,41.2,51.0,43.8,16.0,41.2,17.0,42.9,14.0,True
62.5,8.0,25.0,12.0,53.2,299.0,54.2,83.0,46.7,92.0,58.8,34.0,53.6,28.0,52.4,506.0,56.4,94.0,42.9,14.0,False
,,48.8,41.0,52.6,287.0,66.7,6.0,52.1,71.0,53.0,445.0,58.4,238.0,52.9,174.0,,,42.9,14.0,False
,,46.2,13.0,,,56.2,162.0,59.3,54.0,55.7,61.0,48.6,37.0,52.6,19.0,,,56.0,150.0,False
55.2,29.0,57.1,212.0,,,28.6,7.0,51.7,58.0,55.1,414.0,56.5,138.0,51.9,52.0,,,59.3,54.0,True
,,57.1,21.0,63.0,154.0,50.0,2.0,60.5,114.0,57.9,292.0,38.5,26.0,50.0,4.0,59.1,22.0,40.0,20.0,False
,,55.9,127.0,52.5,297.0,,,59.3,54.0,72.7,11.0,51.3,1029.0,53.3,15.0,80.0,15.0,50.4,226.0,True
37.5,8.0,58.3,72.0,57.7,182.0,60.0,10.0,59.3,54.0,52.2,534.0,54.4,57.0,60.9,253.0,60.6,71.0,60.0,5.0,True
62.5,80.0,0.0,3.0,,,45.5,22.0,47.4,19.0,51.5,559.0,,,66.7,3.0,51.2,84.0,59.3,54.0,False
63.3,90.0,62.8,156.0,0.0,3.0,61.7,120.0,25.0,4.0,51.7,623.0,100.0,2.0,,,68.8,16.0,59.3,54.0,False
55.2,29.0,53.3,60.0,36.4,11.0,50.0,52.0,57.1,14.0,50.0,4.0,40.8,71.0,,,42.9,14.0,55.0,238.0,True
53.0,115.0,64.7,34.0,53.5,965.0,45.5,44.0,42.9,14.0,50.7,67.0,37.5,8.0,57.6,33.0,37.5,16.0,56.8,271.0,True
52.1,96.0,60.7,28.0,28.6,7.0,57.1,7.0,55.6,72.0,43.7,71.0,37.5,8.0,58.2,55.0,45.0,20.0,42.9,14.0,False
,,67.6,34.0,57.2,1120.0,,,42.9,14.0,55.0,513.0,54.9,113.0,54.5,77.0,53.3,15.0,,,False
54.5,11.0,40.9,22.0,53.8,932.0,40.0,10.0,53.8,199.0,81.3,16.0,,,,,,,42.9,14.0,False
20.0,5.0,0.0,1.0,0.0,1.0,60.0,10.0,66.7,6.0,60.3,58.0,66.7,12.0,,,72.7,11.0,59.3,54.0,False
66.7,15.0,59.7,290.0,,,33.3,18.0,40.0,5.0,44.4,9.0,43.8,16.0,100.0,2.0,55.6,36.0,,,False
64.3,14.0,45.2,42.0,51.7,29.0,53.2,308.0,59.3,54.0,52.2,534.0,30.4,23.0,61.9,97.0,53.7,451.0,0.0,1.0,True
42.3,26.0,,,55.7,264.0,,,,,60.0,5.0,63.8,80.0,56.6,76.0,65.4,52.0,59.3,54.0,True
,,,,50.0,6.0,57.1,14.0,,,64.6,48.0,54.9,122.0,66.7,6.0,38.8,67.0,46.2,13.0,False
53.3,15.0,33.3,15.0,59.3,167.0,55.7,341.0,59.3,54.0,55.7,88.0,50.0,2.0,55.6,9.0,52.2,23.0,,,True
52.9,278.0,53.1,638.0,0.0,3.0,,,54.5,11.0,50.0,44.0,52.8,271.0,52.9,17.0,42.9,7.0,50.0,2.0,False
52.2,534.0,63.2,19.0,,,42.9,7.0,,,55.4,56.0,53.4,910.0,57.4,249.0,43.3,180.0,0.0,1.0,True
52.9,741.0,,,55.8,608.0,62.6,257.0,59.3,54.0,58.5,118.0,53.0,1284.0,,,60.0,5.0,54.9,113.0,False
70.6,51.0,50.2,229.0,51.4,35.0,57.8,441.0,54.3,105.0,53.1,290.0,53.6,138.0,56.5,400.0,42.9,7.0,50.0,10.0,True
0.0,2.0,43.8,16.0,22.2,9.0,49.0,51.0,31.9,47.0,50.4,452.0,60.0,70.0,25.0,4.0,58.8,34.0,,,False
56.0,125.0,50.0,32.0,63.9,36.0,,,57.4,383.0,16.7,6.0,,,50.3,183.0,49.0,51.0,67.6,37.0,True
54.2,24.0,0.0,2.0,44.4,9.0,51.6,636.0,59.9,152.0,,,50.0,4.0,100.0,1.0,49.0,51.0,46.8,77.0,False
81.4,59.0,33.3,3.0,51.5,33.0,25.0,4.0,,,46.2,13.0,57.5,266.0,48.7,76.0,43.8,16.0,65.8,38.0,True
61.5,13.0,25.0,4.0,100.0,1.0,66.7,12.0,,,48.3,149.0,58.8,17.0,64.4,90.0,60.6,33.0,58.8,17.0,True
47.1,51.0,50.0,2.0,41.5,41.0,43.8,16.0,,,54.2,24.0,75.0,36.0,,,53.0,115.0,56.5,124.0,False
54.1,920.0,25.0,4.0,54.9,122.0,49.0,51.0,54.8,42.0,,,55.9,640.0,50.3,569.0,44.4,9.0,54.7,86.0,False
51.4,216.0,63.2,133.0,,,0.0,2.0,0.0,2.0,53.4,148.0,67.2,61.0,69.0,29.0,59.0,61.0,60.0,130.0,False
100.0,1.0,61.5,13.0,56.2,73.0,59.3,27.0,53.6,28.0,,,53.9,646.0,57.1,282.0,50.0,40.0,54.5,11.0,True
55.4,168.0,58.1,129.0,52.4,401.0,50.0,22.0,57.8,154.0,63.6,88.0,25.0,4.0,53.7,54.0,49.0,51.0,,,True
60.0,5.0,54.8,62.0,54.7,719.0,49.0,51.0,58.1,277.0,100.0,1.0,53.1,32.0,37.5,32.0,62.5,16.0,80.0,10.0,False
61.5,26.0,67.6,74.0,64.3,14.0,54.0,50.0,,,54.8,104.0,50.0,98.0,33.3,3.0,48.9,139.0,56.3,64.0,True
47.1,17.0,0.0,2.0,55.9,320.0,49.0,51.0,60.0,15.0,52.6,19.0,42.9,14.0,51.3,80.0,61.0,141.0,50.8,179.0,False
36.4,11.0,16.7,6.0,56.6,143.0,37.5,8.0,57.4,383.0,56.0,25.0,,,50.0,8.0,49.0,51.0,48.7,39.0,False
57.6,85.0,30.0,10.0,61.9,63.0,49.0,51.0,58.3,12.0,45.7,92.0,57.0,149.0,50.0,56.0,44.2,43.0,0.0,2.0,True
61.1,72.0,40.0,10.0,53.3,15.0,49.0,51.0,44.7,47.0,53.1,64.0,53.3,137.0,25.0,4.0,53.8,52.0,,,True
28.6,7.0,48.6,35.0,44.4,18.0,42.9,7.0,,,55.1,78.0,55.6,18.0,57.5,848.0,49.0,51.0,,,False
,,53.3,15.0,,,0.0,1.0,0.0,2.0,80.0,10.0,37.5,8.0,,,44.4,18.0,,,False
58.3,60.0,50.0,18.0,57.1,7.0,58.8,34.0,70.0,20.0,50.0,22.0,0.0,1.0,50.8,63.0,75.0,12.0,50.0,6.0,True
57.1,7.0,53.8,13.0,54.6,249.0,49.0,51.0,50.0,18.0,56.5,62.0,54.3,35.0,57.1,21.0,32.1,28.0,52.9,367.0,True
55.0,100.0,57.3,246.0,51.8,112.0,54.0,339.0,61.5,122.0,52.7,1715.0,58.6,58.0,51.0,149.0,49.0,51.0,59.5,126.0,False
46.7,15.0,49.4,87.0,57.5,40.0,49.0,51.0,43.9,82.0,57.3,124.0,44.7,47.0,57.8,90.0,29.2,24.0,27.3,22.0,True
52.9,17.0,,,59.4,106.0,49.6,139.0,69.0,29.0,55.9,227.0,57.4,455.0,61.1,72.0,75.0,12.0,39.5,43.0,True
61.0,249.0,54.2,24.0,52.1,119.0,51.2,43.0,60.9,64.0,25.0,8.0,54.0,50.0,53.3,30.0,59.0,61.0,51.7,58.0,True
55.0,378.0,54.5,66.0,69.2,13.0,54.0,50.0,66.2,219.0,,,54.6,423.0,51.2,41.0,54.5,299.0,52.5,99.0,True
52.6,19.0,54.3,92.0,51.2,41.0,47.1,17.0,50.6,158.0,54.6,350.0,50.9,55.0,58.6,111.0,59.0,61.0,50.6,81.0,False
59.3,305.0,60.0,155.0,40.0,5.0,49.0,51.0,80.0,15.0,50.0,22.0,43.8,80.0,54.1,111.0,55.9,34.0,45.0,20.0,True
51.6,401.0,57.9,19.0,50.8,769.0,,,63.6,11.0,55.6,108.0,49.2,193.0,59.6,104.0,75.0,12.0,56.2,73.0,False
54.1,61.0,60.5,418.0,41.7,12.0,0.0,2.0,56.4,39.0,51.1,266.0,63.0,27.0,57.6,521.0,49.0,51.0,55.2,67.0,False
,,35.3,17.0,46.2,13.0,55.6,9.0,46.7,244.0,45.5,11.0,52.3,512.0,33.3,6.0,48.0,25.0,,,False
,,55.3,94.0,50.8,63.0,75.0,12.0,40.0,5.0,51.6,897.0,61.5,122.0,,,53.2,94.0,53.8,52.0,True
,,57.0,107.0,64.9,94.0,75.0,12.0,57.8,64.0,48.6,37.0,56.8,183.0,0.0,2.0,,,,,True
61.0,490.0,20.0,5.0,59.5,284.0,44.4,9.0,,,,,66.7,9.0,52.5,40.0,75.0,12.0,,,False
57.5,40.0,53.5,243.0,59.5,42.0,49.0,51.0,42.9,70.0,55.7,273.0,50.9,53.0,47.7,149.0,46.2,13.0,,,False
58.8,51.0,65.7,99.0,58.8,51.0,43.8,16.0,63.2,38.0,38.5,13.0,53.6,181.0,75.0,4.0,36.4,11.0,37.7,69.0,True
0.0,2.0,50.4,250.0,55.7,625.0,50.8,191.0,33.3,6.0,56.5,161.0,56.4,172.0,50.8,61.0,55.6,9.0,70.0,10.0,False
50.0,14.0,55.7,97.0,100.0,1.0,49.0,51.0,52.5,713.0,0.0,1.0,42.4,92.0,48.5,66.0,57.3,192.0,83.3,6.0,True
59.3,305.0,34.8,23.0,57.9,107.0,,,58.8,17.0,53.8,478.0,57.4,122.0,,,49.0,51.0,59.7,67.0,False
46.3,123.0,50.0,24.0,54.8,115.0,44.4,18.0,47.2,36.0,61.4,57.0,,,58.7,598.0,54.2,83.0,68.4,19.0,False
62.2,148.0,56.2,723.0,56.9,51.0,61.0,41.0,71.4,7.0,53.9,128.0,56.7,30.0,66.7,27.0,50.0,86.0,53.9,304.0,True
49.6,127.0,0.0,3.0,51.0,98.0,59.0,61.0,55.7,228.0,58.7,303.0,56.1,442.0,57.9,19.0,56.3,341.0,57.9,729.0,False
50.0,20.0,51.7,60.0,0.0,1.0,,,55.5,245.0,45.7,92.0,47.4,38.0,76.9,13.0,59.0,61.0,,,False
50.6,251.0,52.3,298.0,53.8,65.0,49.0,51.0,56.3,327.0,61.0,182.0,54.6,205.0,50.5,222.0,54.0,224.0,54.0,396.0,False
100.0,3.0,50.0,4.0,52.0,25.0,53.3,15.0,71.4,14.0,36.4,33.0,71.4,7.0,,,50.0,8.0,59.6,275.0,True
41.7,12.0,,,50.0,20.0,59.6,114.0,58.1,136.0,58.5,487.0,59.3,182.0,57.4,47.0,59.0,61.0,75.0,4.0,False
56.8,199.0,52.7,182.0,42.9,14.0,49.0,51.0,55.6,54.0,55.7,88.0,50.0,14.0,52.9,153.0,,,51.1,262.0,True
,,,,,,69.6,23.0,61.9,42.0,27.8,18.0,62.3,114.0,51.9,208.0,75.0,12.0,55.8,113.0,False
57.1,35.0,54.0,187.0,57.1,21.0,54.0,50.0,76.7,30.0,,,,,52.4,208.0,57.1,28.0,55.3,47.0,True
,,60.0,10.0,,,55.6,9.0,46.2,13.0,45.5,11.0,54.9,357.0,58.5,164.0,49.0,51.0,49.2,120.0,False
48.3,118.0,,,48.6,181.0,54.0,50.0,52.9,605.0,30.0,10.0,44.4,9.0,45.1,51.0,,,0.0,1.0,True
31.8,22.0,0.0,2.0,,,54.0,50.0,75.0,4.0,,,63.5,52.0,48.1,104.0,45.9,122.0,52.6,19.0,False
50.6,89.0,50.0,16.0,56.8,81.0,54.0,50.0,,,60.9,46.0,60.5,76.0,57.9,38.0,45.2,31.0,50.0,14.0,True
100.0,1.0,54.9,102.0,,,55.6,9.0,53.3,92.0,49.6,135.0,55.1,107.0,56.5,85.0,50.0,4.0,55.4,404.0,True
,,55.2,223.0,52.8,307.0,100.0,3.0,100.0,1.0,47.4,19.0,37.5,8.0,44.2,77.0,,,50.0,16.0,True
57.6,340.0,55.9,564.0,49.3,284.0,52.5,59.0,51.3,80.0,60.9,23.0,,,47.5,40.0,59.0,61.0,52.8,388.0,False
52.2,138.0,,,57.7,26.0,49.0,51.0,100.0,1.0,49.9,682.0,,,,,52.8,53.0,50.0,78.0,True
51.7,176.0,58.0,293.0,66.7,9.0,47.4,38.0,61.6,203.0,61.3,31.0,61.0,41.0,35.7,14.0,44.4,18.0,61.8,55.0,True
,,58.0,293.0,,,50.0,10.0,53.0,651.0,66.7,3.0,54.5,22.0,54.8,93.0,25.0,4.0,58.0,88.0,True
57.6,99.0,51.3,39.0,100.0,1.0,54.0,50.0,53.7,149.0,60.0,20.0,50.0,28.0,68.3,41.0,60.8,74.0,54.5,55.0,True
54.1,771.0,63.2,38.0,53.8,52.0,43.8,16.0,50.9,1271.0,62.5,8.0,51.0,49.0,38.1,21.0,40.0,15.0,35.7,14.0,True
0.0,3.0,58.4,269.0,62.1,29.0,50.0,10.0,50.0,20.0,54.6,163.0,,,58.1,229.0,49.4,89.0,51.4,179.0,False
51.1,532.0,56.3,799.0,55.5,485.0,,,52.8,36.0,61.1,18.0,61.7,81.0,50.0,8.0,59.0,61.0,58.7,109.0,False
41.3,46.0,36.4,11.0,41.7,12.0,,,51.1,268.0,57.4,47.0,51.0,310.0,54.3,672.0,54.0,50.0,57.8,45.0,False
52.9,543.0,57.7,26.0,58.8,17.0,44.4,18.0,,,52.6,57.0,56.8,44.0,52.3,86.0,52.0,173.0,50.0,36.0,True
52.6,19.0,27.8,18.0,57.1,154.0,58.7,172.0,60.3,78.0,50.0,30.0,73.3,15.0,,,50.0,10.0,58.8,51.0,False
53.1,49.0,51.9,52.0,54.3,46.0,59.2,49.0,55.6,72.0,,,42.9,7.0,52.5,139.0,54.0,50.0,60.1,158.0,True
54.8,42.0,55.1,78.0,58.3,12.0,49.0,51.0,54.1,259.0,42.9,21.0,45.8,24.0,40.6,32.0,,,33.3,6.0,True
71.4,7.0,,,53.2,581.0,55.1,663.0,45.3,64.0,50.2,315.0,58.8,85.0,47.1,17.0,55.6,9.0,,,False
57.7,130.0,50.0,2.0,29.6,27.0,44.4,18.0,71.2,52.0,56.3,71.0,66.7,12.0,64.7,17.0,46.1,115.0,38.5,13.0,True
46.7,45.0,20.0,5.0,54.3,300.0,46.9,179.0,70.3,37.0,72.4,58.0,40.0,5.0,66.7,3.0,53.3,15.0,50.0,18.0,False
54.8,785.0,55.4,92.0,83.3,6.0,44.4,9.0,50.0,4.0,52.1,73.0,48.4,31.0,0.0,1.0,67.8,115.0,51.5,2817.0,True
37.5,8.0,44.4,27.0,50.0,4.0,47.5,80.0,57.1,7.0,64.4,90.0,50.0,24.0,52.4,84.0,,,31.4,35.0,False
56.9,137.0,12.5,8.0,61.9,42.0,100.0,6.0,50.0,24.0,56.7,247.0,33.3,30.0,54.1,37.0,38.5,26.0,54.6,205.0,True
59.3,305.0,12.5,8.0,50.0,12.0,45.5,33.0,56.9,137.0,60.0,5.0,100.0,1.0,58.3,12.0,54.5,167.0,44.4,9.0,False
56.7,30.0,,,,,46.9,96.0,12.5,8.0,52.7,1715.0,100.0,1.0,51.0,49.0,66.7,12.0,62.1,29.0,False
36.4,22.0,73.0,37.0,83.3,6.0,58.8,34.0,50.0,4.0,54.4,125.0,56.5,308.0,47.4,19.0,,,37.5,8.0,True
0.0,2.0,43.8,16.0,22.2,9.0,49.0,51.0,31.9,47.0,50.4,452.0,60.0,70.0,25.0,4.0,58.8,34.0,,,False
72.7,11.0,57.2,236.0,52.8,1148.0,47.0,66.0,50.0,84.0,52.6,38.0,58.5,193.0,58.1,31.0,52.7,74.0,,,True
50.1,795.0,49.4,162.0,41.7,12.0,58.3,12.0,44.8,29.0,52.6,135.0,100.0,2.0,100.0,1.0,44.8,29.0,,,False
,,,,55.8,233.0,50.0,20.0,54.5,11.0,56.6,399.0,42.9,14.0,11.1,9.0,48.5,33.0,,,True
