,Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,Outcome,blue_winrates_avg,red_winrates_avg,avg_win_dif,blue_games_avg,red_games_avg
2113,53.3,1000.0,60.5,43.0,60.6,99.0,58.3,36.0,33.3,3.0,50.0,2.0,50.0,8.0,62.4,125.0,58.3,12.0,0.0,2.0,True,53.2,44.14,9.060000000000002,53.2,44.14
2114,52.1,48.0,71.4,14.0,,,44.4,27.0,59.3,27.0,66.7,3.0,48.3,29.0,,,40.0,10.0,50.0,2.0,False,56.8,51.25,5.549999999999997,56.8,51.25
2115,53.7,376.0,60.5,43.0,61.5,91.0,50.0,8.0,59.2,49.0,50.0,2.0,53.5,869.0,63.6,11.0,53.2,47.0,55.6,18.0,True,56.98,55.18,1.7999999999999972,56.98,55.18
2116,56.0,159.0,48.3,29.0,53.8,275.0,69.9,73.0,25.0,4.0,0.0,8.0,52.2,136.0,36.8,19.0,37.5,8.0,0.0,1.0,True,50.6,25.3,25.3,50.6,25.3
2117,50.4,1182.0,48.3,29.0,46.1,323.0,,,50.0,16.0,,,25.0,4.0,58.3,12.0,25.0,4.0,68.8,16.0,True,48.7,44.28,4.420000000000002,48.7,44.28
2118,57.1,7.0,60.5,43.0,68.2,22.0,,,51.7,58.0,61.0,141.0,,,65.7,67.0,60.0,10.0,50.0,4.0,False,59.38,59.18,0.20000000000000284,59.38,59.18
2119,47.9,94.0,51.1,45.0,50.0,4.0,42.9,7.0,,,0.0,2.0,40.0,5.0,,,75.0,4.0,58.1,155.0,True,47.98,43.28,4.699999999999996,47.98,43.28
2120,50.0,6.0,60.5,43.0,66.7,3.0,,,55.4,410.0,55.8,138.0,65.4,104.0,,,51.1,47.0,28.6,7.0,True,58.15,50.22,7.93,58.15,50.22
2121,50.0,4.0,48.3,29.0,51.3,76.0,,,37.5,8.0,,,44.1,261.0,0.0,1.0,47.8,159.0,28.6,7.0,True,46.78,30.12,16.66,46.78,30.12
2122,67.3,49.0,61.9,328.0,52.5,181.0,50.0,86.0,81.8,11.0,50.0,4.0,50.0,36.0,35.3,34.0,50.0,40.0,53.2,141.0,True,62.7,47.7,15.0,62.7,47.7
2123,61.9,21.0,25.0,4.0,69.2,26.0,56.5,92.0,66.7,60.0,50.0,8.0,54.8,73.0,54.5,22.0,46.3,41.0,47.0,215.0,True,55.86,50.52,5.339999999999996,55.86,50.52
2124,50.0,30.0,60.5,43.0,40.0,5.0,61.4,140.0,42.9,7.0,33.3,3.0,,,,,50.0,2.0,58.9,158.0,False,50.96,47.4,3.5600000000000023,50.96,47.4
2125,68.2,22.0,53.0,83.0,55.9,220.0,42.3,130.0,,,54.1,148.0,57.6,33.0,58.1,222.0,53.8,91.0,56.8,95.0,True,54.85,56.08,-1.2299999999999969,54.85,56.08
2126,72.7,11.0,48.3,29.0,59.7,62.0,50.0,12.0,63.9,83.0,0.0,2.0,,,0.0,1.0,0.0,1.0,51.8,220.0,True,58.92,12.95,45.97,58.92,12.95
2127,100.0,1.0,48.3,29.0,54.4,79.0,65.2,141.0,60.7,56.0,0.0,1.0,54.2,249.0,,,61.3,31.0,54.5,11.0,True,65.72,42.5,23.22,65.72,42.5
2128,30.0,10.0,48.3,29.0,51.0,51.0,57.1,21.0,52.4,21.0,,,,,61.5,13.0,48.3,58.0,50.0,12.0,False,47.76,53.27,-5.510000000000005,47.76,53.27
2129,58.3,103.0,60.5,43.0,57.4,432.0,37.5,8.0,46.3,41.0,66.7,12.0,45.5,11.0,0.0,1.0,60.7,28.0,49.4,89.0,True,52.0,44.46,7.539999999999999,52.0,44.46
2130,51.4,37.0,100.0,1.0,55.6,252.0,52.2,69.0,38.6,44.0,55.0,200.0,57.6,33.0,0.0,1.0,50.0,102.0,0.0,1.0,True,59.56,32.52,27.04,59.56,32.52
2131,54.7,298.0,33.3,9.0,0.0,2.0,48.1,308.0,41.2,17.0,100.0,2.0,58.0,81.0,57.0,107.0,57.8,154.0,54.7,86.0,False,35.46,65.5,-30.04,35.46,65.5
2132,66.7,3.0,60.0,5.0,45.7,35.0,48.7,39.0,33.3,3.0,58.8,177.0,59.1,22.0,90.0,10.0,57.8,154.0,54.7,86.0,False,50.88,64.08,-13.199999999999996,50.88,64.08
2133,64.3,14.0,66.7,3.0,57.3,117.0,53.7,121.0,48.1,79.0,47.1,187.0,59.4,392.0,50.0,16.0,41.9,31.0,59.2,49.0,False,58.02,51.52,6.5,58.02,51.52
2134,64.3,14.0,66.7,3.0,47.6,21.0,64.3,28.0,60.0,20.0,55.0,20.0,0.0,1.0,57.3,117.0,48.3,58.0,52.4,679.0,True,60.58,42.6,17.979999999999997,60.58,42.6
2135,51.4,74.0,59.5,116.0,50.0,20.0,0.0,1.0,25.0,4.0,64.3,14.0,60.0,5.0,52.7,186.0,60.6,432.0,56.9,174.0,False,37.18,58.9,-21.72,37.18,58.9
2136,56.8,44.0,51.7,29.0,57.3,370.0,60.0,20.0,86.2,29.0,61.5,13.0,42.9,42.0,0.0,1.0,0.0,1.0,62.5,8.0,True,62.4,33.38,29.019999999999996,62.4,33.38
2137,80.0,5.0,47.8,23.0,46.5,71.0,49.7,161.0,57.8,154.0,66.7,6.0,48.3,29.0,64.0,25.0,50.0,20.0,50.0,66.0,False,56.36,55.8,0.5600000000000023,56.36,55.8
2138,52.6,114.0,20.0,10.0,53.4,500.0,62.5,8.0,56.0,84.0,33.3,3.0,56.3,16.0,40.7,59.0,53.4,208.0,0.0,1.0,True,48.9,36.74,12.159999999999997,48.9,36.74
2139,60.1,253.0,48.3,29.0,100.0,3.0,45.0,40.0,,,51.0,102.0,63.3,30.0,66.7,3.0,49.2,59.0,50.6,180.0,True,63.35,56.16,7.190000000000005,63.35,56.16
2140,59.8,92.0,56.2,121.0,57.6,92.0,57.1,14.0,58.2,239.0,41.7,12.0,60.5,43.0,42.7,75.0,33.3,24.0,52.9,17.0,True,57.78,46.22,11.560000000000002,57.78,46.22
2141,61.1,18.0,60.5,43.0,52.1,73.0,54.3,46.0,75.0,4.0,58.8,17.0,33.3,3.0,50.0,62.0,55.8,129.0,44.4,9.0,True,60.6,48.46,12.14,60.6,48.46
2142,51.1,47.0,50.0,2.0,58.1,62.0,33.3,9.0,53.5,301.0,55.4,112.0,62.0,631.0,66.7,21.0,58.5,41.0,57.8,83.0,False,49.2,60.08,-10.879999999999995,49.2,60.08
2143,54.1,37.0,,,51.7,29.0,50.0,64.0,40.9,22.0,38.1,21.0,50.0,2.0,56.5,23.0,50.0,6.0,33.3,3.0,True,49.18,45.58,3.6000000000000014,49.18,45.58
2144,64.9,94.0,100.0,1.0,53.4,401.0,50.0,6.0,56.4,585.0,0.0,1.0,50.0,46.0,,,,,55.3,85.0,True,64.94,35.1,29.839999999999996,64.94,35.1
2145,56.3,16.0,52.9,592.0,74.5,47.0,64.3,14.0,57.8,185.0,33.3,3.0,53.9,243.0,25.0,8.0,51.6,889.0,66.7,9.0,False,61.16,46.1,15.059999999999995,61.16,46.1
2146,52.9,592.0,59.7,181.0,74.5,47.0,66.8,244.0,54.2,48.0,51.3,1131.0,0.0,2.0,25.0,8.0,37.5,8.0,62.5,24.0,True,61.62,35.26,26.36,61.62,35.26
2147,60.5,38.0,54.8,294.0,,,50.0,24.0,47.4,190.0,50.0,36.0,56.1,198.0,50.0,8.0,37.5,8.0,58.1,31.0,True,53.18,50.34,2.8399999999999963,53.18,50.34
2148,50.0,22.0,0.0,2.0,58.6,128.0,33.3,3.0,0.0,1.0,57.9,19.0,75.0,32.0,35.3,17.0,50.0,2.0,66.7,3.0,False,28.38,56.98,-28.599999999999998,28.38,56.98
2149,66.7,3.0,66.7,15.0,,,58.7,521.0,51.7,447.0,58.9,56.0,25.0,4.0,46.2,13.0,10.0,10.0,36.7,30.0,True,60.95,35.36,25.590000000000003,60.95,35.36
2150,61.2,49.0,0.0,3.0,64.7,17.0,40.0,10.0,64.3,112.0,47.9,48.0,44.4,9.0,60.3,68.0,50.0,2.0,54.0,396.0,False,46.04,51.32,-5.280000000000001,46.04,51.32
2151,55.7,386.0,42.4,33.0,45.5,11.0,55.7,61.0,38.9,18.0,66.2,207.0,57.0,86.0,,,,,40.0,10.0,False,47.64,54.4,-6.759999999999998,47.64,54.4
2152,56.2,73.0,53.9,570.0,57.5,40.0,53.8,39.0,53.8,221.0,50.0,6.0,30.8,13.0,57.1,261.0,50.0,6.0,51.0,396.0,True,55.04,47.78,7.259999999999998,55.04,47.78
2153,54.9,142.0,65.2,46.0,57.3,347.0,59.7,62.0,60.0,75.0,20.0,5.0,51.1,47.0,,,50.0,6.0,50.0,6.0,True,59.42,42.78,16.64,59.42,42.78
2154,,,,,58.7,598.0,62.5,112.0,54.5,33.0,57.0,79.0,47.4,19.0,41.4,29.0,,,0.0,1.0,True,58.57,36.45,22.119999999999997,58.57,36.45
2155,55.9,136.0,52.0,629.0,58.4,351.0,52.3,910.0,60.9,174.0,53.4,322.0,21.4,14.0,51.2,576.0,52.5,40.0,25.0,4.0,True,55.9,40.7,15.199999999999996,55.9,40.7
2156,40.0,5.0,0.0,1.0,52.4,143.0,68.3,41.0,25.0,4.0,52.6,578.0,66.7,21.0,33.3,3.0,51.6,124.0,67.9,28.0,False,37.14,54.42,-17.28,37.14,54.42
2157,50.0,26.0,58.3,24.0,42.9,7.0,47.1,206.0,55.6,72.0,52.8,642.0,57.6,33.0,50.5,410.0,58.7,109.0,38.5,13.0,True,50.78,51.62,-0.8399999999999963,50.78,51.62
2158,,,42.9,42.0,60.5,339.0,,,,,71.4,28.0,53.3,349.0,54.2,535.0,,,52.7,423.0,False,51.7,57.9,-6.199999999999996,51.7,57.9
2159,47.8,23.0,50.2,289.0,100.0,1.0,53.3,214.0,,,,,50.0,36.0,52.2,23.0,54.5,22.0,50.0,2.0,True,62.82,51.68,11.14,62.82,51.68
2160,55.2,330.0,63.9,798.0,55.7,70.0,50.0,4.0,62.7,158.0,,,48.3,29.0,,,53.1,98.0,51.6,2121.0,True,57.5,51.0,6.5,57.5,51.0
2161,35.3,17.0,48.3,29.0,47.1,51.0,54.0,213.0,56.4,39.0,,,70.4,27.0,80.0,5.0,,,60.1,291.0,False,48.22,70.17,-21.950000000000003,48.22,70.17
2162,,,48.6,35.0,52.9,17.0,51.7,29.0,42.3,26.0,58.3,12.0,47.4,19.0,50.0,2.0,65.0,20.0,52.0,1399.0,False,48.88,54.54,-5.659999999999997,48.88,54.54
2163,52.7,402.0,,,52.6,519.0,42.9,28.0,47.8,46.0,53.7,54.0,48.3,29.0,57.2,250.0,51.2,121.0,56.7,30.0,False,49.0,53.42,-4.420000000000002,49.0,53.42
2164,59.4,207.0,59.6,52.0,53.1,1299.0,33.3,9.0,40.0,25.0,50.9,956.0,40.0,25.0,60.7,28.0,56.3,16.0,64.7,68.0,False,49.08,54.52,-5.440000000000005,49.08,54.52
2165,51.7,29.0,53.2,62.0,51.6,31.0,49.1,55.0,51.8,571.0,0.0,1.0,25.0,16.0,49.3,73.0,59.0,173.0,47.8,115.0,True,51.48,36.22,15.259999999999998,51.48,36.22
2166,50.0,4.0,56.3,229.0,55.3,47.0,46.3,67.0,60.4,48.0,,,57.1,91.0,57.4,47.0,,,49.3,71.0,True,53.66,54.6,-0.9400000000000048,53.66,54.6
2167,53.3,1567.0,60.7,28.0,,,53.8,52.0,50.0,14.0,59.2,338.0,50.8,65.0,66.7,3.0,33.3,24.0,52.9,70.0,False,54.45,52.58,1.8700000000000045,54.45,52.58
2168,51.1,45.0,34.6,26.0,58.9,246.0,58.9,107.0,44.1,34.0,41.7,24.0,58.7,300.0,44.8,29.0,50.0,16.0,64.7,68.0,True,49.52,51.98,-2.4599999999999937,49.52,51.98
2169,66.7,15.0,34.6,26.0,58.6,70.0,52.9,707.0,49.3,71.0,,,35.7,14.0,0.0,3.0,50.6,79.0,42.2,102.0,True,52.42,32.12,20.300000000000004,52.42,32.12
2170,66.7,3.0,54.0,50.0,54.1,266.0,33.3,12.0,56.1,114.0,64.6,79.0,0.0,3.0,51.2,383.0,,,52.9,70.0,True,52.84,42.18,10.660000000000004,52.84,42.18
2171,100.0,2.0,54.5,220.0,54.7,258.0,50.0,106.0,49.3,71.0,47.3,264.0,,,48.2,421.0,58.0,50.0,50.3,169.0,True,61.7,50.95,10.75,61.7,50.95
2172,49.3,509.0,53.8,26.0,65.7,143.0,66.7,6.0,42.9,21.0,60.0,10.0,49.3,75.0,53.9,165.0,54.4,397.0,64.7,68.0,False,55.68,56.46,-0.7800000000000011,55.68,56.46
2173,59.0,61.0,75.5,49.0,63.0,27.0,45.8,24.0,47.8,115.0,49.4,89.0,50.0,4.0,37.5,24.0,0.0,3.0,43.4,129.0,True,58.22,36.06,22.159999999999997,58.22,36.06
2174,49.0,200.0,62.8,43.0,66.7,6.0,68.8,32.0,51.8,695.0,75.0,4.0,0.0,2.0,0.0,3.0,60.0,15.0,45.3,53.0,True,59.82,36.06,23.759999999999998,59.82,36.06
2175,28.6,7.0,66.7,6.0,53.2,534.0,12.5,8.0,55.1,187.0,41.7,12.0,52.4,21.0,,,73.1,26.0,44.2,43.0,False,43.22,52.85,-9.630000000000003,43.22,52.85
2176,55.6,9.0,40.7,27.0,50.0,72.0,52.6,38.0,58.3,211.0,50.0,6.0,37.0,27.0,100.0,1.0,36.4,11.0,47.8,115.0,False,51.44,54.24,-2.8000000000000043,51.44,54.24
2177,57.6,66.0,25.0,4.0,38.5,13.0,50.0,2.0,49.3,71.0,52.5,550.0,55.0,160.0,75.0,12.0,75.0,4.0,46.9,98.0,False,44.08,60.88,-16.800000000000004,44.08,60.88
2178,55.6,36.0,55.4,175.0,55.6,390.0,51.3,39.0,52.9,70.0,0.0,1.0,52.1,543.0,50.0,100.0,,,20.0,5.0,True,54.16,30.52,23.639999999999997,54.16,30.52
2179,55.6,18.0,55.3,47.0,61.3,186.0,100.0,4.0,61.6,185.0,53.0,464.0,56.4,39.0,41.7,12.0,73.1,26.0,52.8,1005.0,True,66.76,55.4,11.360000000000007,66.76,55.4
2180,72.7,11.0,40.0,5.0,100.0,1.0,36.0,50.0,50.0,2.0,57.1,56.0,52.1,213.0,0.0,1.0,34.6,26.0,14.3,7.0,True,59.74,31.62,28.12,59.74,31.62
2181,50.0,14.0,48.4,91.0,49.4,425.0,75.0,4.0,64.7,68.0,52.1,828.0,51.6,62.0,57.1,21.0,63.0,92.0,56.1,148.0,True,57.5,55.98,1.5200000000000031,57.5,55.98
2182,0.0,1.0,68.0,25.0,20.0,5.0,16.7,6.0,44.3,97.0,51.6,31.0,63.6,11.0,58.1,241.0,50.0,84.0,47.8,115.0,False,29.8,54.22,-24.419999999999998,29.8,54.22
2183,39.5,38.0,53.5,43.0,42.9,35.0,,,52.3,583.0,51.1,376.0,59.3,140.0,58.1,241.0,50.0,8.0,54.5,11.0,False,47.05,54.6,-7.550000000000004,47.05,54.6
2184,50.0,4.0,47.1,34.0,48.0,25.0,51.9,52.0,41.2,17.0,50.8,185.0,54.1,896.0,51.0,104.0,,,47.8,115.0,False,47.64,50.92,-3.280000000000001,47.64,50.92
2185,55.6,9.0,54.1,896.0,31.6,19.0,57.1,35.0,60.0,20.0,52.9,454.0,50.0,10.0,62.1,29.0,56.6,53.0,64.7,68.0,False,51.68,57.26,-5.579999999999998,51.68,57.26
2186,57.1,434.0,45.5,11.0,57.1,77.0,14.3,7.0,47.8,115.0,49.0,51.0,47.1,17.0,55.1,403.0,63.0,27.0,65.9,88.0,True,44.36,56.02,-11.660000000000004,44.36,56.02
2187,60.0,20.0,55.0,20.0,40.0,75.0,50.0,10.0,55.0,20.0,49.3,753.0,63.1,103.0,56.2,616.0,66.7,15.0,47.8,115.0,True,52.0,56.62,-4.619999999999997,52.0,56.62
2188,57.6,278.0,53.7,244.0,51.6,446.0,19.0,21.0,47.8,115.0,50.0,24.0,55.5,800.0,53.3,15.0,33.3,6.0,57.2,222.0,False,45.94,49.86,-3.9200000000000017,45.94,49.86
2189,50.0,10.0,64.3,42.0,49.4,425.0,,,47.2,392.0,53.1,179.0,56.5,184.0,55.6,36.0,100.0,4.0,25.0,4.0,False,52.72,58.04,-5.32,52.72,58.04
2190,,,58.5,41.0,37.5,24.0,69.7,66.0,0.0,4.0,51.7,205.0,54.5,22.0,60.0,15.0,58.8,17.0,54.7,106.0,False,41.42,55.94,-14.519999999999996,41.42,55.94
2191,52.6,604.0,55.2,29.0,37.5,8.0,100.0,4.0,54.6,152.0,51.1,262.0,,,54.0,100.0,30.0,10.0,56.9,357.0,True,59.98,48.0,11.979999999999997,59.98,48.0
2192,55.8,242.0,40.0,10.0,60.1,303.0,70.4,54.0,52.4,103.0,0.0,9.0,53.0,166.0,50.0,8.0,57.7,520.0,47.8,115.0,True,55.74,41.7,14.04,55.74,41.7
2193,55.7,158.0,49.7,147.0,50.7,580.0,100.0,4.0,48.3,29.0,0.0,2.0,52.6,931.0,33.3,3.0,65.7,35.0,69.1,55.0,True,60.88,44.14,16.740000000000002,60.88,44.14
2194,55.0,20.0,,,64.6,48.0,50.0,8.0,56.1,132.0,69.2,26.0,66.7,3.0,,,58.8,17.0,75.0,4.0,False,56.42,67.42,-11.0,56.42,67.42
2195,50.0,96.0,,,53.3,602.0,85.7,7.0,,,73.3,15.0,53.7,82.0,57.1,49.0,50.6,87.0,52.4,84.0,True,63.0,57.42,5.579999999999998,63.0,57.42
2196,61.4,44.0,25.0,4.0,,,,,51.4,179.0,66.7,3.0,51.3,875.0,53.3,602.0,58.8,17.0,33.3,6.0,False,45.93,52.68,-6.75,45.93,52.68
2197,50.3,189.0,,,0.0,1.0,0.0,1.0,66.7,27.0,100.0,1.0,51.2,389.0,64.3,14.0,85.7,7.0,58.5,82.0,False,29.25,71.94,-42.69,29.25,71.94
2198,66.7,9.0,46.7,15.0,33.3,18.0,58.8,17.0,66.7,3.0,50.0,6.0,80.0,10.0,63.1,187.0,52.0,731.0,55.5,191.0,False,54.44,60.12,-5.68,54.44,60.12
2199,40.5,37.0,40.0,5.0,51.4,587.0,28.6,14.0,49.3,71.0,55.7,158.0,55.6,18.0,56.8,176.0,100.0,1.0,47.4,19.0,False,41.96,63.1,-21.14,41.96,63.1
2200,0.0,1.0,57.1,7.0,44.4,18.0,50.0,4.0,45.3,53.0,50.0,4.0,56.5,246.0,50.0,26.0,100.0,1.0,52.7,292.0,False,39.36,61.84,-22.480000000000004,39.36,61.84
2201,42.9,77.0,66.7,24.0,50.7,217.0,38.9,18.0,56.9,153.0,51.9,214.0,57.0,86.0,38.1,42.0,58.8,17.0,60.0,10.0,True,51.22,53.16,-1.9399999999999977,51.22,53.16
2202,54.7,340.0,,,53.1,145.0,73.1,26.0,,,50.0,6.0,58.8,68.0,,,,,39.4,33.0,True,60.3,49.4,10.899999999999999,60.3,49.4
2203,55.6,27.0,25.0,4.0,40.0,15.0,73.1,26.0,43.8,16.0,33.3,36.0,50.0,4.0,25.0,4.0,33.3,3.0,40.0,20.0,True,47.5,36.32,11.18,47.5,36.32
2204,,,64.2,109.0,50.0,2.0,58.8,17.0,55.1,69.0,40.0,50.0,53.7,406.0,50.0,26.0,52.9,537.0,,,True,57.02,49.15,7.8700000000000045,57.02,49.15
2205,63.6,11.0,54.5,55.0,54.0,161.0,50.0,118.0,54.9,122.0,51.9,52.0,40.0,15.0,51.0,408.0,85.7,7.0,,,False,55.4,57.15,-1.75,55.4,57.15
2206,56.0,116.0,47.9,163.0,50.0,6.0,40.6,32.0,61.8,165.0,52.5,118.0,51.3,302.0,57.5,391.0,73.1,26.0,,,True,51.26,58.6,-7.340000000000003,51.26,58.6
2207,55.0,80.0,50.0,334.0,,,73.1,26.0,54.6,119.0,0.0,1.0,58.6,290.0,33.3,9.0,40.0,5.0,50.2,225.0,True,58.18,36.42,21.759999999999998,58.18,36.42
2208,54.7,137.0,54.1,109.0,61.1,203.0,50.0,4.0,,,50.2,408.0,50.0,4.0,80.0,5.0,49.0,51.0,59.1,93.0,False,54.98,57.66,-2.6799999999999997,54.98,57.66
2209,,,38.5,13.0,50.8,65.0,57.3,103.0,,,53.8,260.0,50.0,6.0,60.7,28.0,73.1,26.0,55.9,34.0,False,48.87,58.7,-9.830000000000005,48.87,58.7
2210,60.0,85.0,56.9,65.0,29.6,27.0,52.9,17.0,58.5,118.0,53.8,26.0,79.3,29.0,48.4,31.0,73.1,26.0,76.9,13.0,True,51.58,66.3,-14.719999999999999,51.58,66.3
2211,33.3,6.0,37.5,80.0,50.0,16.0,58.8,17.0,37.5,8.0,55.6,169.0,56.3,206.0,100.0,1.0,50.0,6.0,66.7,3.0,False,43.42,65.72,-22.299999999999997,43.42,65.72
2212,25.0,4.0,62.5,80.0,66.7,3.0,58.8,17.0,46.7,15.0,50.0,4.0,50.0,28.0,,,50.0,4.0,89.5,19.0,False,51.94,59.88,-7.940000000000005,51.94,59.88
2213,53.4,58.0,100.0,1.0,65.2,46.0,85.7,7.0,50.0,30.0,62.5,24.0,69.2,13.0,62.5,8.0,63.6,33.0,47.1,17.0,True,70.86,60.98,9.880000000000003,70.86,60.98
2214,,,60.0,20.0,33.3,3.0,43.0,114.0,51.1,45.0,58.8,17.0,50.0,4.0,54.7,53.0,73.1,26.0,52.1,121.0,False,46.85,57.74,-10.89,46.85,57.74
2215,,,51.3,80.0,43.8,16.0,73.1,26.0,53.5,43.0,56.0,116.0,,,49.6,117.0,47.2,36.0,54.2,118.0,True,55.42,51.75,3.6700000000000017,55.42,51.75
2216,59.2,147.0,45.5,11.0,53.8,533.0,50.0,4.0,0.0,5.0,58.7,269.0,58.9,175.0,57.1,7.0,73.1,26.0,51.7,29.0,False,41.7,59.9,-18.199999999999996,41.7,59.9
2217,43.3,30.0,59.0,283.0,53.5,359.0,41.2,17.0,66.7,30.0,,,100.0,3.0,52.4,21.0,73.1,26.0,57.9,57.0,False,52.74,70.85,-18.109999999999992,52.74,70.85
2218,60.0,5.0,50.0,2.0,51.6,31.0,73.1,26.0,51.7,787.0,45.2,62.0,0.0,3.0,62.3,53.0,55.6,9.0,50.0,42.0,True,57.28,42.62,14.660000000000004,57.28,42.62
2219,60.8,51.0,45.7,35.0,50.0,6.0,58.3,12.0,66.3,98.0,38.6,44.0,51.2,402.0,51.5,33.0,73.1,26.0,62.0,92.0,False,56.22,55.28,0.9399999999999977,56.22,55.28
2220,0.0,1.0,53.6,610.0,62.5,32.0,0.0,1.0,80.0,5.0,50.0,4.0,63.5,337.0,69.0,29.0,58.8,17.0,16.7,6.0,False,39.22,51.6,-12.380000000000003,39.22,51.6
2221,57.3,398.0,33.3,6.0,51.9,291.0,73.1,26.0,48.4,258.0,21.1,19.0,66.7,6.0,30.0,10.0,50.0,2.0,66.7,6.0,False,52.8,46.9,5.899999999999999,52.8,46.9
2222,50.0,4.0,56.5,23.0,43.8,112.0,73.1,26.0,,,60.2,103.0,0.0,2.0,0.0,1.0,42.1,38.0,28.6,7.0,True,55.85,26.18,29.67,55.85,26.18
2223,30.0,20.0,16.7,6.0,26.2,65.0,73.1,26.0,41.2,262.0,33.3,6.0,54.1,37.0,25.0,4.0,59.6,47.0,61.8,89.0,True,37.44,46.76,-9.32,37.44,46.76
2224,,,33.3,6.0,57.6,139.0,53.5,43.0,0.0,1.0,100.0,3.0,61.4,57.0,57.1,7.0,58.8,17.0,100.0,1.0,False,36.1,75.46,-39.35999999999999,36.1,75.46
2225,54.6,282.0,57.6,59.0,63.5,96.0,49.0,51.0,53.3,107.0,33.3,3.0,49.5,99.0,,,50.0,4.0,0.0,1.0,True,55.6,33.2,22.4,55.6,33.2
2226,50.0,2.0,0.0,2.0,50.0,10.0,0.0,2.0,0.0,1.0,54.3,151.0,60.0,25.0,61.0,159.0,50.0,4.0,52.7,419.0,False,20.0,55.6,-35.6,20.0,55.6
2227,53.3,383.0,53.9,165.0,55.8,285.0,100.0,1.0,100.0,1.0,49.7,153.0,47.0,149.0,53.9,102.0,0.0,3.0,49.5,309.0,True,72.6,40.02,32.57999999999999,72.6,40.02
2228,60.0,35.0,0.0,5.0,0.0,1.0,53.1,64.0,0.0,1.0,100.0,3.0,52.1,211.0,66.7,12.0,71.4,7.0,100.0,1.0,False,22.62,78.04,-55.42,22.62,78.04
2229,57.9,126.0,50.0,38.0,0.0,1.0,85.7,7.0,50.0,2.0,53.5,585.0,59.5,37.0,54.8,31.0,60.4,101.0,44.4,9.0,False,48.72,54.52,-5.800000000000004,48.72,54.52
2230,54.5,11.0,50.7,460.0,48.5,326.0,58.8,17.0,88.9,9.0,51.6,91.0,44.4,9.0,0.0,1.0,53.9,499.0,30.0,10.0,True,60.28,35.98,24.300000000000004,60.28,35.98
2231,42.9,7.0,71.4,7.0,50.0,8.0,52.2,203.0,57.8,45.0,66.7,3.0,55.1,156.0,66.7,3.0,58.8,17.0,56.9,357.0,False,54.86,60.84,-5.980000000000004,54.86,60.84
2232,57.1,14.0,60.9,23.0,66.7,3.0,58.8,17.0,56.9,357.0,,,56.0,705.0,61.8,68.0,52.9,510.0,72.7,11.0,True,60.08,60.85,-0.7700000000000031,60.08,60.85
2233,46.7,15.0,37.9,29.0,49.4,170.0,33.3,3.0,27.8,18.0,61.3,62.0,64.7,17.0,100.0,2.0,58.8,17.0,55.5,299.0,False,39.02,68.06,-29.04,39.02,68.06
2234,51.5,272.0,58.4,166.0,49.7,972.0,54.5,11.0,61.9,63.0,65.1,175.0,47.4,19.0,49.7,664.0,,,47.8,115.0,True,55.2,52.5,2.700000000000003,55.2,52.5
2235,56.3,16.0,50.0,6.0,37.2,43.0,56.5,23.0,47.8,115.0,45.8,214.0,59.2,142.0,100.0,6.0,,,50.0,8.0,False,49.56,63.75,-14.189999999999998,49.56,63.75
2236,49.4,233.0,100.0,1.0,59.7,119.0,60.4,197.0,64.7,68.0,39.1,23.0,59.1,93.0,46.7,15.0,58.4,399.0,47.1,17.0,True,66.84,50.08,16.760000000000005,66.84,50.08
2237,50.8,132.0,42.9,14.0,0.0,1.0,0.0,1.0,60.0,25.0,57.1,14.0,62.1,29.0,25.0,8.0,61.1,18.0,50.0,14.0,False,30.74,51.06,-20.320000000000004,30.74,51.06
2238,,,55.5,191.0,50.0,6.0,37.5,8.0,47.8,23.0,62.4,85.0,57.1,375.0,55.8,43.0,54.5,11.0,64.7,68.0,False,47.7,58.9,-11.199999999999996,47.7,58.9
2239,100.0,5.0,71.4,14.0,57.1,91.0,54.5,55.0,41.7,12.0,40.0,15.0,37.5,8.0,0.0,2.0,50.0,4.0,47.8,115.0,True,64.94,35.06,29.879999999999995,64.94,35.06
2240,38.3,60.0,57.1,792.0,60.0,10.0,59.9,232.0,49.3,71.0,56.1,196.0,67.5,40.0,40.0,10.0,0.0,2.0,58.8,17.0,True,52.92,44.48,8.440000000000005,52.92,44.48
2241,100.0,4.0,50.0,6.0,58.3,12.0,83.3,6.0,38.5,13.0,47.8,115.0,67.5,40.0,58.3,12.0,80.0,5.0,0.0,1.0,True,66.02,50.72,15.299999999999997,66.02,50.72
2242,,,0.0,1.0,44.4,18.0,0.0,1.0,47.8,115.0,51.8,255.0,,,50.0,2.0,51.9,1291.0,58.6,87.0,False,23.05,53.08,-30.029999999999998,23.05,53.08
2243,47.8,115.0,66.7,6.0,,,58.3,115.0,63.1,111.0,55.4,56.0,40.0,5.0,33.3,3.0,77.8,9.0,54.9,466.0,True,58.98,52.28,6.699999999999996,58.98,52.28
