Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,blue_winrates_avg,red_winrates_avg,avg_win_dif,blue_games_avg,red_games_avg,Outcome
52.0,50.0,37.5,24.0,42.9,14.0,33.3,9.0,52.7,129.0,,,64.0,50.0,46.6,58.0,60.0,10.0,25.0,8.0,43.68,39.12,4.560000000000002,45.2,25.2,True
,,58.1,86.0,51.8,1066.0,54.7,75.0,33.3,3.0,58.4,113.0,59.5,37.0,55.1,49.0,52.4,21.0,,,49.48,45.08,4.399999999999999,246.0,44.0,True
50.0,88.0,56.0,125.0,,,52.3,153.0,59.1,198.0,,,55.5,366.0,55.1,428.0,100.0,4.0,100.0,2.0,54.35,62.12,-7.769999999999996,112.8,160.0,False
,,41.7,60.0,57.5,334.0,53.3,30.0,62.1,58.0,50.3,362.0,56.6,320.0,55.7,61.0,38.5,26.0,59.1,44.0,53.65,52.04,1.6099999999999994,96.4,162.6,True
,,53.8,52.0,37.5,8.0,55.3,150.0,,,59.3,305.0,66.7,6.0,57.1,7.0,70.0,10.0,63.6,11.0,48.87,inf,-inf,,inf,False
62.0,179.0,52.7,516.0,41.7,12.0,,,59.3,108.0,,,56.9,109.0,43.2,37.0,53.7,324.0,55.2,375.0,53.92,41.8,12.120000000000005,163.0,169.0,True
50.0,4.0,55.3,76.0,33.3,6.0,60.0,5.0,56.7,120.0,,,55.9,374.0,38.1,21.0,,,47.1,70.0,51.06,28.22,22.840000000000003,42.2,93.0,True
,,66.7,6.0,50.0,6.0,60.0,5.0,59.7,67.0,33.3,6.0,61.9,42.0,48.6,74.0,53.9,2650.0,56.6,83.0,59.1,50.86,8.240000000000002,16.8,571.0,True
60.8,97.0,54.3,258.0,76.9,13.0,50.0,6.0,100.0,2.0,,,,,57.8,90.0,57.4,61.0,54.8,31.0,68.4,34.0,34.400000000000006,75.2,36.4,True
,,66.7,9.0,57.7,357.0,47.9,48.0,56.4,358.0,60.1,153.0,55.5,339.0,58.6,584.0,,,25.0,8.0,57.18,39.84,17.339999999999996,154.4,216.8,False
56.9,260.0,59.0,134.0,59.7,191.0,48.1,27.0,60.5,38.0,,,57.3,89.0,56.5,313.0,25.0,4.0,65.0,40.0,56.84,40.76,16.080000000000005,130.0,89.2,True
33.3,3.0,58.0,305.0,50.0,16.0,52.9,51.0,55.0,111.0,,,53.4,609.0,62.0,200.0,,,67.3,110.0,49.84,36.54,13.300000000000004,97.2,183.8,False
42.9,7.0,,,66.7,33.0,37.5,16.0,64.4,73.0,,,56.3,799.0,64.1,92.0,60.9,243.0,55.2,29.0,52.88,47.3,5.580000000000005,25.8,232.6,False
,,66.3,80.0,53.3,30.0,,,61.5,13.0,56.7,321.0,52.4,185.0,57.9,285.0,54.7,53.0,78.3,23.0,60.37,60.0,0.36999999999999744,24.6,173.4,False
,,42.9,21.0,60.5,233.0,60.0,160.0,,,47.9,267.0,57.1,7.0,0.0,2.0,63.6,44.0,53.8,13.0,54.47,,,,inf,True
54.6,471.0,53.3,599.0,52.4,21.0,63.4,82.0,55.1,69.0,,,50.0,18.0,75.0,8.0,60.8,245.0,56.3,103.0,55.76,48.42,7.339999999999996,248.4,74.8,False
,,58.8,221.0,56.4,55.0,,,,,61.5,91.0,54.5,233.0,53.8,932.0,58.2,91.0,33.3,6.0,57.6,inf,-inf,,inf,True
46.5,129.0,50.0,38.0,57.7,194.0,58.3,211.0,54.4,666.0,,,54.2,131.0,59.4,256.0,,,66.7,12.0,53.38,36.06,17.32,247.6,79.8,False
54.9,747.0,53.0,1126.0,55.4,543.0,61.6,99.0,53.8,210.0,,,57.9,19.0,57.6,66.0,66.7,21.0,51.1,45.0,55.74,46.66,9.080000000000005,545.0,30.2,False
59.6,57.0,37.5,16.0,55.9,526.0,56.8,95.0,53.1,49.0,,,53.0,1126.0,37.7,53.0,16.7,6.0,64.7,34.0,52.58,34.42,18.159999999999997,148.6,243.8,True
,,62.5,24.0,58.3,494.0,48.3,29.0,,,57.4,188.0,,,57.1,417.0,75.0,4.0,57.1,21.0,56.37,,,,,False
50.4,1070.0,37.5,16.0,48.9,133.0,54.2,118.0,37.5,8.0,,,53.4,221.0,,,66.7,15.0,57.1,63.0,45.7,35.44,10.260000000000005,269.0,59.8,False
,,55.2,509.0,50.7,1301.0,58.1,62.0,66.7,3.0,50.0,32.0,65.3,118.0,50.1,657.0,40.0,15.0,51.7,60.0,57.68,51.42,6.259999999999998,375.0,176.4,True
,,65.3,118.0,57.9,19.0,55.8,43.0,59.3,59.0,52.8,1024.0,53.5,426.0,,,33.3,9.0,54.7,95.0,59.58,38.86,20.72,47.8,310.8,True
40.0,5.0,64.1,117.0,53.8,13.0,27.3,11.0,59.3,81.0,,,65.7,35.0,57.2,334.0,,,54.7,488.0,48.9,35.52,13.379999999999995,45.4,171.4,False
,,42.9,21.0,75.0,4.0,66.7,6.0,60.2,98.0,50.8,333.0,,,0.0,1.0,,,47.9,117.0,61.2,19.74,41.46000000000001,25.8,90.2,True
,,38.5,26.0,,,54.7,139.0,,,50.3,171.0,57.0,128.0,46.2,26.0,52.2,23.0,54.6,183.0,46.6,inf,-inf,,inf,False
55.6,36.0,41.4,29.0,58.7,598.0,42.5,87.0,45.5,132.0,,,100.0,9.0,62.3,69.0,54.9,133.0,52.6,95.0,48.74,53.96,-5.219999999999999,176.4,61.2,False
60.0,5.0,51.6,31.0,58.7,598.0,,,33.3,3.0,,,54.8,73.0,55.2,116.0,46.2,26.0,53.9,141.0,50.9,42.02,8.879999999999995,127.4,71.2,False
40.5,37.0,50.0,14.0,53.8,1322.0,44.4,54.0,,,,,56.5,108.0,50.5,105.0,58.3,12.0,58.1,253.0,47.18,,,,,False
,,66.7,9.0,56.8,37.0,44.4,54.0,16.7,6.0,44.1,34.0,55.3,38.0,50.8,250.0,37.0,27.0,70.6,17.0,46.15,51.56,-5.410000000000004,21.2,73.2,False
,,50.0,4.0,53.5,187.0,53.3,75.0,57.9,114.0,55.0,313.0,55.9,143.0,,,60.4,96.0,39.5,43.0,53.68,42.16,11.520000000000003,76.0,119.0,True
,,58.0,550.0,57.9,38.0,,,65.7,35.0,50.0,4.0,58.6,273.0,48.7,398.0,46.8,47.0,50.5,218.0,60.53,50.92,9.61,124.6,188.0,True
59.0,39.0,50.6,231.0,25.0,8.0,45.5,22.0,50.0,4.0,,,51.2,43.0,45.5,11.0,37.0,54.0,52.4,21.0,46.02,37.22,8.800000000000004,60.8,25.8,False
,,,,52.3,130.0,53.5,434.0,59.3,27.0,75.0,4.0,52.4,21.0,61.5,13.0,64.5,31.0,47.5,59.0,55.03,60.18,-5.149999999999999,118.2,25.6,False
,,54.5,783.0,53.3,527.0,,,53.4,148.0,0.0,1.0,52.9,51.0,55.0,20.0,53.1,130.0,51.7,528.0,53.73,42.54,11.189999999999998,291.6,146.0,True
,,53.5,101.0,52.3,155.0,50.0,12.0,85.7,7.0,,,28.6,7.0,,,33.3,12.0,50.8,191.0,60.38,22.54,37.84,55.0,42.0,True
,,44.8,29.0,40.0,35.0,57.1,42.0,52.1,119.0,51.1,94.0,42.3,52.0,56.4,459.0,58.3,12.0,61.3,225.0,48.5,53.88,-5.380000000000003,45.0,168.4,True
,,55.2,143.0,45.2,31.0,51.7,87.0,60.0,90.0,60.0,5.0,63.0,54.0,56.4,459.0,53.8,171.0,,,53.03,46.64,6.390000000000001,70.2,137.8,False
53.3,15.0,41.7,12.0,54.6,346.0,57.9,202.0,61.3,62.0,,,60.9,23.0,51.8,382.0,57.4,54.0,52.9,34.0,53.76,44.6,9.159999999999997,127.4,98.6,False
,,55.8,432.0,53.3,30.0,,,57.1,7.0,12.5,8.0,0.0,2.0,32.8,64.0,53.3,120.0,50.4,244.0,55.4,29.8,25.599999999999998,93.8,87.6,True
,,53.4,1168.0,62.5,24.0,,,52.8,1005.0,0.0,3.0,0.0,3.0,30.0,10.0,46.8,47.0,67.2,61.0,56.23,28.8,27.429999999999996,439.4,24.8,True
,,70.2,84.0,,,41.7,12.0,61.8,110.0,51.6,605.0,35.1,37.0,53.9,284.0,61.1,18.0,60.0,5.0,57.9,52.34,5.559999999999995,41.2,189.8,False
,,,,11.8,17.0,60.0,10.0,62.1,58.0,52.2,385.0,53.4,700.0,50.6,89.0,51.2,82.0,53.8,1332.0,44.63,52.24,-7.609999999999999,17.0,517.6,False
,,,,30.8,13.0,46.7,45.0,53.6,28.0,56.9,671.0,48.5,66.0,40.0,5.0,56.3,144.0,50.0,20.0,43.7,50.34,-6.640000000000001,17.2,181.2,False
,,52.7,55.0,,,53.3,15.0,47.7,128.0,60.8,408.0,66.7,3.0,50.0,12.0,59.4,187.0,75.0,4.0,51.23,62.38,-11.150000000000006,39.6,122.8,True
56.0,159.0,55.0,120.0,61.8,34.0,32.1,28.0,60.3,78.0,,,56.5,168.0,,,57.1,7.0,50.0,2.0,53.04,32.72,20.32,83.8,35.4,True
,,55.3,161.0,54.8,115.0,53.4,193.0,60.3,78.0,55.6,234.0,53.6,763.0,51.4,109.0,50.9,332.0,68.8,16.0,55.95,56.06,-0.10999999999999943,109.4,290.8,False
53.3,959.0,60.7,234.0,51.3,2345.0,43.6,55.0,57.1,154.0,,,50.0,36.0,,,,,50.6,79.0,53.2,20.12,33.08,749.4,23.0,False
16.7,6.0,40.0,20.0,50.3,455.0,0.0,1.0,42.9,7.0,,,60.4,270.0,50.0,4.0,53.0,115.0,54.1,185.0,29.98,43.5,-13.52,97.8,114.8,False
,,75.0,60.0,83.3,30.0,56.3,247.0,55.3,188.0,54.6,379.0,58.1,203.0,60.4,53.0,46.2,13.0,51.1,45.0,67.48,54.08,13.400000000000006,105.0,138.6,True
,,27.3,11.0,40.8,71.0,54.5,11.0,46.2,26.0,50.0,4.0,52.7,566.0,55.3,400.0,,,50.0,114.0,42.2,41.6,0.6000000000000014,23.8,216.8,False
50.0,2.0,56.7,141.0,53.8,52.0,59.9,152.0,64.3,14.0,51.0,51.0,57.5,226.0,,,55.6,36.0,38.5,13.0,56.94,40.52,16.419999999999995,72.2,65.2,True
42.6,129.0,,,54.1,185.0,48.7,156.0,51.4,292.0,,,59.7,119.0,48.0,444.0,54.2,24.0,60.0,30.0,49.2,44.38,4.82,152.4,123.4,False
,,56.4,78.0,53.9,629.0,45.2,104.0,59.4,106.0,58.2,141.0,25.0,4.0,51.4,356.0,38.5,13.0,54.7,234.0,53.72,45.56,8.159999999999997,183.4,149.6,True
64.1,128.0,54.1,109.0,20.0,5.0,55.0,20.0,,,,,61.1,36.0,,,,,,,48.3,,,,,False
,,55.0,20.0,56.5,329.0,66.7,6.0,56.0,552.0,60.2,88.0,49.3,67.0,52.6,76.0,58.0,81.0,58.5,106.0,58.55,55.72,2.8299999999999983,181.4,83.6,True
,,,,53.2,568.0,40.0,20.0,0.0,1.0,69.6,46.0,53.5,303.0,57.4,115.0,54.1,37.0,50.0,2.0,31.07,56.92,-25.85,117.8,100.6,False
60.0,5.0,66.7,18.0,40.0,15.0,48.9,45.0,58.7,254.0,,,48.6,35.0,53.4,455.0,51.0,98.0,62.5,8.0,54.86,43.1,11.759999999999998,67.4,119.2,False
,,75.0,4.0,77.8,9.0,51.2,1010.0,43.6,55.0,54.0,150.0,57.9,489.0,54.5,187.0,,,56.2,616.0,61.9,44.52,17.379999999999995,215.6,288.4,True
,,52.2,1378.0,53.3,377.0,42.9,28.0,32.9,70.0,40.0,5.0,53.5,645.0,57.0,151.0,52.2,23.0,64.0,164.0,45.32,53.34,-8.020000000000003,370.6,197.6,True
,,60.0,95.0,,,68.9,74.0,60.3,78.0,18.2,11.0,57.5,226.0,58.6,29.0,,,50.3,173.0,63.07,36.92,26.15,49.4,87.8,True
48.8,127.0,47.1,17.0,31.3,32.0,47.6,42.0,51.1,45.0,,,50.0,214.0,58.1,179.0,64.2,53.0,50.0,34.0,45.18,44.46,0.7199999999999989,52.6,96.0,False
55.4,296.0,49.3,152.0,,,,,,,,,55.6,250.0,100.0,3.0,47.8,291.0,42.9,303.0,52.35,,,,,False
,,60.5,38.0,71.4,7.0,66.7,3.0,40.0,5.0,,,31.6,19.0,49.7,199.0,58.8,17.0,55.6,9.0,59.65,39.14,20.509999999999998,10.6,48.8,True
,,55.9,136.0,49.8,267.0,48.6,37.0,40.0,25.0,,,51.0,153.0,60.8,186.0,,,56.5,115.0,48.58,33.66,14.920000000000002,93.0,90.8,False
54.3,820.0,53.5,329.0,58.3,12.0,45.1,113.0,57.8,83.0,,,73.3,15.0,59.5,37.0,49.0,104.0,58.8,17.0,53.8,48.12,5.68,271.4,34.6,True
,,48.6,35.0,52.9,17.0,51.7,29.0,42.3,26.0,58.3,12.0,47.4,19.0,50.0,2.0,65.0,20.0,52.0,1399.0,48.88,54.54,-5.659999999999997,21.4,290.4,False
,,53.6,590.0,59.7,62.0,49.9,427.0,54.2,59.0,47.6,21.0,44.3,79.0,58.9,56.0,52.4,82.0,,,54.35,40.64,13.71,227.6,47.6,True
,,54.4,1477.0,0.0,1.0,41.7,12.0,28.6,14.0,55.2,594.0,60.5,418.0,52.7,262.0,70.0,10.0,31.0,29.0,31.17,53.88,-22.71,300.8,262.6,False
58.7,208.0,51.3,969.0,,,0.0,5.0,55.6,234.0,,,50.0,10.0,58.3,12.0,54.4,57.0,52.1,48.0,41.4,42.96,-1.5600000000000023,283.2,25.4,False
51.8,112.0,56.8,132.0,55.6,880.0,45.1,82.0,51.8,110.0,,,69.7,33.0,59.3,59.0,,,100.0,2.0,52.22,45.8,6.420000000000002,263.2,18.8,False
55.6,818.0,,,59.8,87.0,50.0,20.0,0.0,2.0,52.9,34.0,57.7,26.0,71.4,7.0,61.4,114.0,50.0,74.0,41.35,58.68,-17.33,185.4,51.0,False
0.0,1.0,34.6,26.0,62.0,71.0,50.0,4.0,58.9,56.0,55.6,818.0,63.6,66.0,53.1,224.0,,,48.2,164.0,41.1,44.1,-3.0,31.6,254.4,False
100.0,1.0,57.1,14.0,65.8,146.0,43.3,30.0,50.0,2.0,55.6,818.0,53.3,289.0,40.0,5.0,40.0,10.0,59.2,76.0,63.24,49.62,13.620000000000005,38.6,239.6,True
50.0,2.0,49.2,63.0,64.5,110.0,61.8,110.0,55.6,818.0,20.0,5.0,60.7,150.0,60.1,253.0,35.7,14.0,33.3,15.0,56.22,41.96,14.259999999999998,220.6,87.4,True
55.6,818.0,62.9,35.0,52.3,444.0,54.9,51.0,40.0,5.0,,,35.3,17.0,54.6,582.0,51.6,277.0,36.4,22.0,53.14,35.58,17.560000000000002,270.6,179.6,False
55.6,818.0,56.0,248.0,59.2,49.0,49.2,183.0,72.4,29.0,30.0,10.0,47.6,84.0,65.5,29.0,73.2,41.0,67.9,28.0,58.48,56.84,1.6399999999999935,265.4,38.4,False
50.0,4.0,53.5,217.0,53.6,250.0,60.0,5.0,61.5,13.0,55.6,818.0,75.0,8.0,69.2,26.0,25.0,4.0,,,55.72,44.96,10.759999999999998,97.8,171.2,True
55.6,818.0,62.5,16.0,57.0,100.0,36.7,30.0,46.7,15.0,47.6,21.0,100.0,1.0,28.6,14.0,60.0,5.0,60.5,81.0,51.7,59.34,-7.640000000000001,195.8,24.4,False
55.6,818.0,44.3,97.0,51.2,256.0,58.9,56.0,54.5,22.0,50.0,8.0,71.4,35.0,51.1,94.0,64.4,239.0,,,52.9,47.38,5.519999999999996,249.8,75.2,False
55.6,818.0,47.8,23.0,53.4,869.0,58.9,56.0,54.2,24.0,56.0,218.0,66.7,6.0,68.8,16.0,66.7,3.0,70.0,60.0,53.98,65.64,-11.660000000000004,358.0,60.6,False
55.6,818.0,66.7,3.0,53.0,417.0,42.9,7.0,54.2,24.0,57.6,132.0,0.0,1.0,0.0,1.0,50.0,12.0,35.7,14.0,54.48,28.66,25.819999999999997,253.8,32.0,True
55.6,818.0,56.1,255.0,57.8,45.0,100.0,3.0,53.7,54.0,54.0,387.0,53.1,32.0,,,42.9,14.0,,,64.64,30.0,34.64,235.0,86.6,True
55.3,103.0,45.5,22.0,52.2,23.0,33.3,3.0,48.3,60.0,49.8,237.0,40.0,5.0,40.0,5.0,46.2,182.0,58.3,12.0,46.92,46.86,0.060000000000002274,42.2,88.2,True
55.6,818.0,63.7,179.0,42.9,7.0,37.5,8.0,66.7,9.0,53.2,139.0,60.6,330.0,50.0,36.0,47.4,19.0,59.3,27.0,53.28,54.1,-0.8200000000000003,204.2,110.2,True
62.1,66.0,52.1,1236.0,51.7,89.0,57.6,33.0,51.2,201.0,55.6,818.0,80.0,15.0,55.6,648.0,64.8,91.0,34.6,26.0,54.94,58.12,-3.1799999999999997,325.0,319.6,False
55.6,818.0,20.0,10.0,47.2,36.0,12.5,8.0,51.8,141.0,33.3,3.0,55.7,203.0,47.9,71.0,,,66.7,54.0,37.42,40.72,-3.299999999999997,202.6,66.2,False
50.0,22.0,66.7,27.0,45.0,20.0,50.0,4.0,50.0,34.0,55.6,818.0,47.4,38.0,57.0,100.0,53.2,248.0,57.7,137.0,52.34,54.18,-1.8399999999999963,21.4,268.2,True
55.6,818.0,,,25.0,4.0,58.5,130.0,59.4,101.0,25.0,4.0,69.8,43.0,54.5,121.0,54.8,31.0,25.0,12.0,49.62,45.82,3.799999999999997,210.6,42.2,True
55.6,818.0,55.3,150.0,33.3,9.0,62.8,43.0,53.7,607.0,,,100.0,1.0,52.0,127.0,,,52.2,324.0,52.14,40.84,11.299999999999997,325.4,90.4,False
55.8,43.0,51.0,155.0,22.2,9.0,65.0,20.0,43.0,107.0,55.6,818.0,61.9,218.0,54.1,257.0,60.7,28.0,33.3,9.0,47.4,53.12,-5.719999999999999,66.8,266.0,True
55.6,818.0,59.7,471.0,65.5,29.0,69.1,55.0,61.5,122.0,0.0,1.0,54.5,33.0,62.0,129.0,60.0,5.0,52.0,148.0,62.28,45.7,16.58,299.0,63.2,True
56.2,322.0,29.4,17.0,58.1,186.0,50.0,20.0,,,55.6,818.0,50.0,36.0,,,52.4,21.0,0.0,1.0,48.42,,,,,True
58.3,36.0,48.3,149.0,49.3,69.0,46.9,32.0,41.7,24.0,55.6,818.0,46.7,45.0,33.3,3.0,56.6,454.0,42.9,7.0,48.9,47.02,1.8799999999999955,62.0,265.4,False
51.1,45.0,0.0,3.0,66.7,3.0,52.7,431.0,59.0,83.0,48.1,160.0,68.4,19.0,100.0,2.0,56.6,53.0,48.7,76.0,45.9,64.36,-18.46,113.0,62.0,False
55.6,818.0,69.6,23.0,51.5,167.0,57.9,19.0,53.7,41.0,46.2,13.0,46.9,32.0,54.6,355.0,54.2,48.0,54.3,35.0,57.66,51.24,6.419999999999995,213.6,96.6,True
55.6,818.0,62.3,151.0,54.3,46.0,63.6,11.0,49.5,103.0,63.6,343.0,62.3,130.0,60.8,143.0,,,100.0,2.0,57.06,57.34,-0.28000000000000114,225.8,123.6,False
48.0,150.0,56.4,459.0,54.3,46.0,60.0,10.0,50.0,2.0,55.6,818.0,48.3,58.0,63.2,76.0,46.4,28.0,57.8,187.0,53.74,54.26,-0.519999999999996,133.4,233.4,True
55.6,818.0,77.8,9.0,50.0,24.0,65.0,20.0,60.6,213.0,58.0,207.0,57.1,7.0,50.9,55.0,16.7,12.0,57.4,204.0,61.8,48.02,13.779999999999994,216.8,97.0,True
55.6,818.0,57.1,7.0,0.0,1.0,54.2,24.0,54.7,583.0,53.7,382.0,,,46.7,15.0,,,55.1,98.0,44.32,31.1,13.219999999999999,286.6,99.0,False
25.0,4.0,56.4,459.0,43.5,46.0,40.5,37.0,44.4,27.0,55.6,818.0,57.1,7.0,53.4,1056.0,,,75.0,8.0,41.96,48.22,-6.259999999999998,114.6,377.8,False
60.0,10.0,,,59.3,81.0,51.6,93.0,,,55.6,818.0,51.2,168.0,,,50.0,18.0,49.1,114.0,56.97,,,,,True
65.8,38.0,54.9,592.0,100.0,1.0,66.7,3.0,16.7,18.0,55.6,818.0,0.0,3.0,43.0,86.0,,,52.8,352.0,60.82,30.28,30.54,130.4,251.8,True
49.3,75.0,50.0,2.0,62.5,8.0,47.6,21.0,60.8,181.0,55.6,818.0,59.7,471.0,54.0,239.0,55.1,78.0,50.0,18.0,54.04,54.88,-0.8400000000000034,57.4,324.8,False
55.6,818.0,50.0,40.0,56.1,833.0,100.0,1.0,57.1,14.0,60.9,23.0,,,40.0,5.0,52.4,63.0,50.5,218.0,63.76,40.76,23.0,341.2,61.8,True
55.6,818.0,71.8,39.0,50.0,22.0,72.7,11.0,58.6,157.0,,,52.4,273.0,0.0,4.0,53.3,75.0,55.7,88.0,61.74,32.28,29.46,209.4,88.0,True
,,38.3,47.0,0.0,4.0,63.2,19.0,56.8,74.0,55.6,818.0,60.2,166.0,53.2,141.0,38.5,13.0,33.3,6.0,39.58,48.16,-8.579999999999998,28.8,228.8,False
49.8,237.0,54.2,72.0,,,50.0,2.0,0.0,3.0,48.9,90.0,46.1,115.0,71.4,35.0,53.0,66.0,30.0,10.0,38.5,49.88,-11.380000000000003,62.8,63.2,False
33.3,3.0,0.0,1.0,55.3,76.0,54.1,109.0,50.0,8.0,51.1,45.0,54.8,217.0,44.2,77.0,54.5,11.0,42.9,14.0,38.54,49.5,-10.96,39.4,72.8,False
56.3,32.0,55.7,97.0,56.1,401.0,54.5,629.0,75.0,8.0,49.8,237.0,59.1,22.0,33.3,3.0,50.0,20.0,,,59.52,38.44,21.080000000000005,233.4,56.4,True
55.6,818.0,53.5,325.0,53.3,15.0,65.6,32.0,54.2,59.0,49.2,195.0,25.0,4.0,,,47.4,19.0,20.0,5.0,56.44,28.32,28.119999999999997,249.8,44.6,True
55.7,819.0,58.6,29.0,52.8,36.0,51.1,94.0,56.7,157.0,49.0,202.0,57.3,75.0,66.7,3.0,57.9,145.0,55.3,94.0,54.98,57.24,-2.260000000000005,227.0,103.8,False
55.7,819.0,51.9,27.0,40.0,10.0,56.7,201.0,53.1,49.0,53.2,188.0,53.8,169.0,,,28.0,25.0,0.0,2.0,51.48,27.0,24.479999999999997,221.2,76.8,True
55.7,819.0,58.3,24.0,57.3,457.0,51.3,117.0,57.9,729.0,51.8,193.0,68.7,150.0,62.1,66.0,58.0,50.0,44.4,18.0,56.1,57.0,-0.8999999999999986,429.2,95.4,True
,,,,55.1,98.0,50.0,4.0,70.0,10.0,55.7,819.0,53.4,320.0,36.4,11.0,54.0,50.0,51.5,33.0,58.37,50.2,8.169999999999995,22.4,246.6,False
55.7,819.0,57.3,525.0,52.4,1184.0,54.0,50.0,42.1,19.0,100.0,2.0,57.5,226.0,57.9,418.0,100.0,1.0,,,52.3,63.08,-10.780000000000001,519.4,129.4,False
51.4,475.0,49.3,146.0,,,66.7,3.0,33.3,3.0,55.7,819.0,59.7,119.0,55.1,98.0,58.6,87.0,60.0,10.0,50.18,57.82,-7.640000000000001,125.4,226.6,False
55.7,819.0,65.7,230.0,62.5,8.0,56.9,51.0,54.3,129.0,47.9,73.0,63.5,74.0,,,54.7,86.0,53.7,551.0,59.02,43.96,15.060000000000002,247.4,156.8,True
49.8,237.0,0.0,1.0,37.5,8.0,50.0,10.0,44.1,34.0,,,70.0,20.0,77.8,9.0,54.8,42.0,33.3,3.0,36.28,47.18,-10.899999999999999,58.0,14.8,False
51.4,35.0,53.8,26.0,56.3,366.0,44.4,9.0,60.0,5.0,49.8,237.0,23.1,13.0,,,56.0,116.0,58.2,79.0,53.18,37.42,15.759999999999998,88.2,89.0,True
55.7,819.0,54.8,84.0,56.5,154.0,52.8,36.0,56.6,76.0,49.3,144.0,60.5,205.0,51.6,161.0,56.3,32.0,50.0,6.0,55.28,53.54,1.740000000000002,233.8,109.6,False
55.7,819.0,48.4,62.0,58.8,17.0,48.3,60.0,56.3,64.0,61.1,108.0,51.2,41.0,54.3,486.0,52.3,660.0,38.9,18.0,53.5,51.56,1.9399999999999977,204.4,262.6,False
55.7,819.0,53.9,228.0,55.4,386.0,58.3,12.0,33.3,9.0,51.6,126.0,50.0,12.0,54.8,301.0,60.3,73.0,28.6,7.0,51.32,49.06,2.259999999999998,290.8,103.8,True
55.7,819.0,51.6,31.0,54.7,448.0,50.7,136.0,55.4,278.0,49.5,218.0,54.7,172.0,,,100.0,1.0,57.1,198.0,53.62,52.26,1.3599999999999994,342.4,117.8,False
55.7,819.0,53.7,656.0,49.1,57.0,51.4,37.0,55.7,61.0,,,,,48.0,444.0,,,55.6,18.0,53.12,20.72,32.4,326.0,92.4,False
55.7,819.0,50.0,2.0,48.1,77.0,54.5,11.0,56.1,501.0,0.0,1.0,33.3,6.0,53.4,401.0,0.0,1.0,37.9,29.0,52.88,24.92,27.96,282.0,87.6,True
54.2,323.0,45.5,11.0,,,60.0,120.0,57.0,284.0,55.7,819.0,56.0,25.0,37.5,8.0,77.8,9.0,44.0,25.0,54.18,54.2,-0.020000000000003126,147.6,177.2,False
51.8,110.0,50.7,71.0,,,60.0,30.0,52.4,838.0,49.8,237.0,57.3,316.0,25.0,4.0,62.2,45.0,59.6,317.0,53.72,50.78,2.9399999999999977,209.8,183.8,True
55.7,819.0,52.8,89.0,55.0,40.0,38.5,13.0,62.5,24.0,50.7,1748.0,59.1,159.0,61.6,177.0,,,58.3,24.0,52.9,45.94,6.960000000000001,197.0,421.6,False
66.7,39.0,51.4,1565.0,48.4,31.0,40.0,25.0,49.7,173.0,51.1,45.0,58.0,550.0,49.2,120.0,51.4,35.0,53.9,371.0,51.24,52.72,-1.4799999999999969,366.6,224.2,True
55.7,819.0,48.3,116.0,55.0,40.0,52.6,19.0,61.5,39.0,60.0,195.0,,,49.5,222.0,50.0,2.0,38.1,21.0,54.62,39.52,15.099999999999994,206.6,88.0,False
55.7,819.0,63.7,168.0,55.0,40.0,53.1,98.0,47.2,161.0,50.0,10.0,46.7,15.0,30.0,10.0,36.8,19.0,52.2,456.0,54.94,43.14,11.799999999999997,257.2,102.0,True
55.7,819.0,45.5,11.0,56.3,16.0,20.0,10.0,55.0,596.0,,,52.3,86.0,,,45.5,11.0,54.5,22.0,46.5,30.46,16.04,290.4,23.8,False
45.0,20.0,50.0,8.0,,,50.0,2.0,60.0,55.0,55.7,819.0,37.5,8.0,55.5,319.0,54.2,439.0,51.2,84.0,51.25,50.82,0.4299999999999997,17.0,333.8,False
52.6,19.0,52.9,238.0,25.0,4.0,59.3,150.0,0.0,1.0,55.7,819.0,51.5,66.0,56.6,99.0,55.2,319.0,50.0,6.0,37.96,53.8,-15.839999999999996,82.4,261.8,False
55.7,819.0,56.0,564.0,49.2,120.0,59.6,183.0,51.5,33.0,64.8,71.0,37.5,24.0,48.1,77.0,52.0,296.0,64.5,31.0,54.4,53.38,1.019999999999996,343.8,99.8,False
55.7,819.0,52.9,374.0,49.2,120.0,55.6,18.0,45.3,64.0,56.4,399.0,,,52.7,74.0,53.9,2650.0,33.3,6.0,51.74,39.26,12.480000000000004,279.0,625.8,False
55.7,819.0,53.4,103.0,49.2,120.0,56.5,23.0,47.8,69.0,50.1,795.0,43.9,98.0,33.3,6.0,60.5,43.0,57.1,7.0,52.52,48.98,3.5400000000000063,226.8,189.8,True
55.7,819.0,52.3,512.0,50.0,50.0,54.5,33.0,,,40.0,30.0,42.9,7.0,57.6,33.0,55.8,129.0,,,53.12,,,,,True
53.8,26.0,70.3,145.0,59.4,32.0,,,0.0,1.0,55.7,819.0,39.1,23.0,49.2,120.0,53.3,120.0,,,45.88,39.46,6.420000000000002,40.8,216.4,False
